File,Revisions,Refactorings,BugFixes,SumOfAdded Lines,MaxOfAdded Lines,AvgOfAdded Lines,SumOfDeleted Lines,MaxOfDeleted Lines,AvgOfDeleted Lines,MaxOfCodeChurn,AvgOfCodeChurn,AvgChangeset,Age
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ClusterListenerType.java,2,0,0,0,0,0,0,0,0,0,0,226,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ClusterType.java,5,0,0,274,133,55,16,8,3,141,58,134,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ConnectorType.java,8,0,0,484,169,60,183,169,23,276,83,97,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ContextType.java,6,0,0,46,16,8,14,7,2,23,10,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/EjbType.java,6,0,0,44,16,7,12,6,2,22,9,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/EngineType.java,7,0,0,115,34,16,71,34,10,56,27,104,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/EnvironmentType.java,6,0,0,44,16,7,12,6,2,22,9,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ExecutorType.java,8,0,0,78,20,10,30,13,4,33,14,92,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/HostType.java,8,0,0,156,42,20,72,30,9,72,28,92,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/InterceptorType.java,4,0,0,0,0,0,0,0,0,0,0,140,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ListenerType.java,6,0,0,68,20,11,28,14,5,34,16,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/LocalEjbType.java,6,0,0,52,16,9,20,10,3,26,12,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ManagerType.java,4,0,0,0,0,0,0,0,0,0,0,140,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/MembershipType.java,4,0,0,0,0,0,0,0,0,0,0,116,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/MemberType.java,4,0,0,0,0,0,0,0,0,0,0,140,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/NamingResourcesType.java,6,0,0,92,25,15,42,21,7,46,22,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ObjectFactory.java,6,0,0,114,48,19,18,9,3,57,22,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/RealmType.java,6,0,0,58,18,10,22,11,4,29,13,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ReceiverType.java,4,0,0,0,0,0,0,0,0,0,0,116,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ResourceEnvRefType.java,6,0,0,46,16,8,14,7,2,23,10,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ResourceType.java,6,0,0,46,16,8,14,7,2,23,10,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/SenderType.java,4,0,0,0,0,0,0,0,0,0,0,140,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ServerType.java,8,0,0,46,16,6,18,7,2,23,8,92,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ServiceRefType.java,6,0,0,46,16,8,14,7,2,23,10,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ServiceType.java,9,0,0,60,16,7,26,7,3,23,10,82,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/TransactionType.java,6,0,0,46,16,8,14,7,2,23,10,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/TransportType.java,4,0,0,0,0,0,0,0,0,0,0,140,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/model/ValveType.java,6,0,0,46,16,8,14,7,2,23,10,119,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/realm/TomcatEJBWSGeronimoRealm.java,2,0,0,0,0,0,0,0,0,0,0,254,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/realm/TomcatGeronimoRealm.java,8,0,0,36,18,4,52,36,6,54,11,205,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/realm/TomcatJAASRealm.java,10,0,0,20,8,2,18,8,2,16,4,165,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/RealmGBean.java,4,0,0,0,0,0,0,0,0,0,0,142,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/BasicAuthenticator.java,2,0,0,1,1,0,0,0,0,1,0,236,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/ClientCertAuthenticator.java,5,0,0,11,5,2,5,5,1,6,3,100,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/DigestAuthenticator.java,4,0,0,0,0,0,0,0,0,0,0,123,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/FormAuthenticator.java,4,0,0,0,0,0,0,0,0,0,0,123,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/jaspic/JaspicAuthenticator.java,2,0,0,0,0,0,0,0,0,0,0,236,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/jaspic/JaspicCallbackHandler.java,4,0,0,0,0,0,0,0,0,0,0,121,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/jaspic/JaspicMessageInfo.java,5,0,0,8,4,2,2,2,0,6,2,98,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/authentication/NoneAuthenticator.java,4,0,0,0,0,0,0,0,0,0,0,123,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/Authenticator.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/Authorizer.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/AuthResult.java,2,0,0,0,0,0,0,0,0,0,0,236,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/IdentityService.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/impl/GeronimoIdentityService.java,3,0,0,14,11,5,3,3,1,14,6,160,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/impl/GeronimoLoginService.java,5,0,0,15,11,3,2,2,0,13,3,97,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/jacc/JACCAuthorizer.java,2,0,0,0,0,0,0,0,0,0,0,236,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/jacc/JACCEJBWebServiceAuthorizer.java,4,0,0,0,0,0,0,0,0,0,0,123,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/jacc/JACCRealm.java,4,0,0,0,0,0,0,0,0,0,0,123,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/jacc/JACCSecurityValve.java,5,0,0,8,4,2,2,2,0,6,2,103,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/jacc/JACCUserIdentity.java,5,0,0,1,1,0,0,0,0,1,0,100,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/LoginService.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/SecurityValve.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/ServerAuthException.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/TomcatAuthStatus.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/security/UserIdentity.java,4,0,0,0,0,0,0,0,0,0,0,127,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/stats/ConnectorStats.java,3,0,0,4,3,1,4,3,1,6,3,498,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/stats/ModuleStats.java,6,0,0,2,1,0,2,1,0,2,1,251,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatContainer.java,25,0,0,560,175,22,638,141,26,316,48,89,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatContext.java,3,0,0,0,0,0,0,0,0,0,0,167,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatEJBWebServiceContext.java,15,0,0,180,74,12,318,117,21,119,33,124,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatEngine.java,6,0,0,0,0,0,2,1,0,1,0,111,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatExecutorWrapper.java,2,0,0,0,0,0,0,0,0,0,0,220,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatGeronimoEmbedded.java,10,0,0,12,3,1,8,2,1,5,2,174,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatLogManagerImpl.java,12,0,0,115,71,10,67,31,6,102,15,136,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatManagerImpl.java,16,0,0,534,172,33,305,74,19,246,52,142,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatServerConfigManager.java,6,0,0,32,14,5,4,2,1,16,6,85,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatServerGBean.java,15,0,0,186,26,12,72,18,5,44,17,46,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/TomcatWebAppContext.java,14,0,0,49,15,4,29,6,2,16,6,138,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/util/SecurityHolder.java,2,0,0,0,0,0,0,0,0,0,0,254,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/ValveGBean.java,9,0,0,173,85,19,101,49,11,134,30,179,112
plugins/tomcat/geronimo-tomcat6/src/main/java/org/apache/geronimo/tomcat/WebContextConfig.java,6,0,0,12,4,2,4,2,1,6,3,91,112
plugins/tomcat/geronimo-tomcat6/src/main/resources/META-INF/geronimo-tomcat6/var/catalina,1,0,0,0,0,0,0,0,0,0,0,394,112
plugins/tomcat/geronimo-tomcat6/src/main/resources/org/apache/geronimo/tomcat/messages.properties,3,0,0,3,3,1,0,0,0,3,1,140,112
plugins/tomcat/geronimo-tomcat6/src/main/xsd/server.xsd,2,0,0,0,0,0,0,0,0,0,0,253,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/AbstractWebModuleTest.java,13,0,0,64,21,5,55,17,4,34,9,75,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/ApplicationTest.java,4,0,0,0,0,0,0,0,0,0,0,107,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/BasicTest.java,4,0,0,0,0,0,0,0,0,0,0,156,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/cluster/AbstractClusteredValveTest.java,2,0,0,0,0,0,0,0,0,0,0,228,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/cluster/ClusteredManagerTest.java,4,0,0,0,0,0,0,0,0,0,0,116,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/ContainerTest.java,12,0,0,13,2,1,13,2,1,4,2,110,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/JAASSecurityTest.java,8,0,0,22,6,3,16,5,2,11,5,92,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/JACCSecurityTest.java,9,0,0,32,14,4,118,55,13,69,17,83,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/StatTest.java,4,0,0,0,0,0,0,0,0,0,0,107,112
plugins/tomcat/geronimo-tomcat6/src/test/java/org/apache/geronimo/tomcat/TomcatServerGBeanTest.java,9,0,0,63,38,7,15,9,2,47,9,70,112
plugins/tomcat/geronimo-tomcat6/src/test/resources/deployables/server-1.xml,3,0,0,23,23,8,20,20,7,23,14,170,112
plugins/tomcat/geronimo-tomcat6/src/test/resources/deployables/server-2.xml,3,0,0,0,0,0,0,0,0,0,0,151,112
plugins/tomcat/geronimo-tomcat6/src/test/resources/deployables/war1/WEB-INF/web.xml,2,0,0,0,0,0,0,0,0,0,0,202,112
plugins/tomcat/geronimo-tomcat6/src/test/resources/deployables/war3/WEB-INF/web.xml,2,0,0,0,0,0,0,0,0,0,0,202,112
plugins/tomcat/geronimo-tomcat6-builder/LICENSE.txt,1,0,0,0,0,0,0,0,0,0,0,394,112
plugins/tomcat/geronimo-tomcat6-builder/NOTICE.txt,3,0,0,0,0,0,0,0,0,0,0,226,112
plugins/tomcat/geronimo-tomcat6-builder/pom.xml,19,0,0,78,37,4,49,15,3,37,7,134,112
plugins/tomcat/geronimo-tomcat6-builder/src/main/java/org/apache/geronimo/tomcat/deployment/TomcatModuleBuilder.java,14,0,0,117,55,8,43,13,3,56,11,127,112
plugins/tomcat/geronimo-tomcat6-builder/src/main/xsd/geronimo-tomcat-2.0.1.xsd,6,0,0,26,22,4,5,2,1,23,5,100,112
plugins/tomcat/geronimo-tomcat6-builder/src/main/xsd/geronimo-tomcat-config-1.0.xsd,4,0,0,0,0,0,0,0,0,0,0,102,112
plugins/tomcat/geronimo-tomcat6-builder/src/test/java/org/apache/geronimo/tomcat/deployment/MockWebServiceBuilder.java,2,0,0,0,0,0,0,0,0,0,0,253,112
plugins/tomcat/geronimo-tomcat6-builder/src/test/java/org/apache/geronimo/tomcat/deployment/PlanParsingTest.java,9,0,0,44,18,5,19,17,2,35,7,88,112
plugins/tomcat/geronimo-tomcat6-builder/src/test/java/org/apache/geronimo/tomcat/deployment/TomcatModuleBuilderTest.java,17,0,0,191,105,11,178,98,10,203,22,66,112
plugins/tomcat/geronimo-tomcat6-builder/src/test/resources/deployables/war4/WEB-INF/geronimo-web.xml,4,0,0,37,29,9,8,8,2,29,11,175,112
plugins/tomcat/geronimo-tomcat6-builder/src/test/resources/plans/plan-convert.xml,4,0,0,17,16,4,1,1,0,16,4,102,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/java/org/apache/geronimo/tomcat/cluster/wadi/builder/TomcatClusteringWADIConverter.java,2,0,0,0,0,0,0,0,0,0,0,228,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/java/org/apache/geronimo/tomcat/cluster/wadi/builder/WADITomcatClusteringBuilder.java,4,0,0,0,0,0,0,0,0,0,0,116,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/LICENSE.txt,2,0,0,0,0,0,0,0,0,0,0,228,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/NOTICE.txt,5,0,0,3,1,1,1,1,0,2,1,148,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/pom.xml,13,0,0,95,38,7,32,15,2,41,10,163,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/wadi/builder/TomcatClusteringWADIConverter.java,2,0,0,0,0,0,0,0,0,0,0,204,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/wadi/builder/WADITomcatClusteringBuilder.java,11,0,0,90,25,8,23,7,2,26,10,70,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/src/main/xsd/geronimo-tomcat-clustering-wadi-1.2.xsd,2,0,0,0,0,0,0,0,0,0,0,228,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/src/main/xsdconfig/xmlconfig.xml,3,0,0,2,1,1,1,1,0,2,1,156,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/src/test/java/org/apache/geronimo/tomcat/cluster/wadi/builder/WADITomcatClusteringBuilderTest.java,5,0,0,162,69,32,48,22,10,91,42,120,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/src/test/resources/org/apache/geronimo/tomcat/cluster/wadi/builder/WADITomcatClusteringBuilder_testBuiltGBeans.xml,3,0,0,2,1,1,1,1,0,2,1,169,112
plugins/tomcat/geronimo-tomcat6-clustering-builder-wadi/src/test/resources/org/apache/geronimo/tomcat/cluster/wadi/builder/WADITomcatClusteringBuilder_testOverrideDefaults.xml,6,0,0,4,1,1,2,1,0,2,1,86,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/LICENSE.txt,2,0,0,0,0,0,0,0,0,0,0,228,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/NOTICE.txt,5,0,0,3,1,1,1,1,0,2,1,148,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/pom.xml,9,0,0,24,6,3,10,6,1,12,4,217,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/appended-resources/META-INF/NOTICE.vm,2,0,0,0,0,0,0,0,0,0,0,204,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/AbstractClusteredValve.java,1,0,0,0,0,0,0,0,0,0,0,394,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/ClusteredManager.java,7,0,0,134,36,19,48,16,7,52,26,65,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/ClusteredManagerRetriever.java,5,0,0,50,24,10,24,24,5,26,15,103,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/JkRouter.java,8,0,0,162,34,20,60,20,8,54,28,60,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/NoOpRouter.java,5,0,0,0,0,0,0,0,0,0,0,89,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/Router.java,8,0,0,24,6,3,6,2,1,8,4,60,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/wadi/WADIClusteredValve.java,5,0,0,344,235,69,668,334,134,339,202,143,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/main/java/org/apache/geronimo/tomcat/cluster/wadi/WADIClusteredValveRetriever.java,8,0,0,57,26,7,36,24,4,26,12,74,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/test/java/org/apache/geronimo/tomcat/cluster/AnAbstractClusteredValveTest.java,4,0,0,6,2,2,4,2,1,4,2,110,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/test/java/org/apache/geronimo/tomcat/cluster/ClusteredManagerTest.java,8,0,0,48,12,6,10,3,1,14,7,56,112
plugins/tomcat/geronimo-tomcat6-clustering-wadi/src/test/java/org/apache/geronimo/tomcat/cluster/JkRouterTest.java,8,0,0,69,15,9,24,8,3,23,12,58,112
plugins/tomcat/geronimo-tomcat7/pom.xml,8,0,0,29,8,4,18,8,2,16,6,129,163
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/BaseGeronimoContextConfig.java,4,0,0,80,49,20,3,2,1,50,21,113,154
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/BundleDirContext.java,9,0,0,1705,1585,189,81,58,9,1585,198,58,138
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/AbstractHttp11ConnectorGBean.java,2,0,0,52,26,26,52,26,26,52,52,20,139
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/AJP13ConnectorGBean.java,1,0,0,0,0,0,0,0,0,0,0,28,139
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/BaseHttp11ConnectorGBean.java,2,0,0,0,0,0,0,0,0,0,0,20,139
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/CommonProtocol.java,1,0,0,0,0,0,0,0,0,0,0,20,128
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/ConnectorGBean.java,6,0,0,18,8,3,2,1,0,8,3,12,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Http11APRConnectorGBean.java,4,0,0,6,3,2,324,162,81,165,82,19,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Http11APRProtocol.java,2,0,0,0,0,0,0,0,0,0,0,18,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Http11NIOConnectorGBean.java,2,0,0,0,0,0,0,0,0,0,0,20,139
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Http11Protocol.java,4,0,0,0,0,0,0,0,0,0,0,11,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Https11APRConnectorGBean.java,2,0,0,0,0,0,0,0,0,0,0,18,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Https11APRProtocol.java,2,0,0,104,52,52,0,0,0,52,52,18,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Https11ConnectorGBean.java,2,0,0,0,0,0,0,0,0,0,0,18,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Https11NIOConnectorGBean.java,2,0,0,0,0,0,0,0,0,0,0,18,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/connector/Https11Protocol.java,2,0,0,94,47,47,0,0,0,47,47,18,159
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/core/GeronimoApplicationContext.java,4,0,0,54,41,14,13,12,3,53,17,48,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/core/GeronimoApplicationServletRegistrationAdapter.java,6,0,0,20,8,3,24,12,4,14,7,33,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/EjbWsContextConfig.java,2,0,0,6,6,3,6,4,3,8,6,24,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/EngineGBean.java,1,0,0,0,0,0,0,0,0,0,0,394,112
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/GeronimoStandardContext.java,22,0,0,421,86,19,144,57,7,114,26,44,163
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/HostGBean.java,1,0,0,0,0,0,0,0,0,0,0,6,144
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/interceptor/ComponentContextBeforeAfter.java,1,0,0,0,0,0,0,0,0,0,0,39,157
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/interceptor/InstanceContextBeforeAfter.java,1,0,0,0,0,0,0,0,0,0,0,3,146
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/interceptor/OWBBeforeAfter.java,5,0,0,34,12,7,11,5,2,12,9,25,163
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/JNDIURLStreamHandlerService.java,1,0,0,55,55,55,0,0,0,55,55,7,119
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/listener/DispatchListener.java,1,0,0,0,0,0,0,0,0,0,0,30,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/listener/GeronimoAprLifecycleListener.java,1,0,0,0,0,0,0,0,0,0,0,15,157
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/listener/JACCSecurityLifecycleListener.java,5,0,0,26,10,5,16,8,3,18,8,123,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/ManagerGBean.java,1,0,0,0,0,0,0,0,0,0,0,22,138
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/model/EngineType.java,1,0,0,0,0,0,0,0,0,0,0,22,138
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/model/HostType.java,3,0,0,10,5,3,14,7,5,12,8,16,138
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/model/ServerType.java,3,0,0,1,1,0,1,1,0,2,1,150,140
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/model/ServiceType.java,2,0,0,0,0,0,0,0,0,0,0,15,138
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/authentication/BasicAuthenticator.java,1,0,0,21,21,21,10,10,10,31,31,24,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/authentication/ClientCertAuthenticator.java,6,0,0,47,21,8,15,6,2,27,10,76,157
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/authentication/DigestAuthenticator.java,5,0,0,39,19,8,11,5,2,24,10,14,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/authentication/FormAuthenticator.java,9,0,0,87,39,10,74,34,8,73,18,54,157
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/authentication/jaspic/JaspicAuthenticator.java,2,0,0,61,61,30,9,9,4,70,35,26,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/authentication/jaspic/JaspicMessageInfo.java,2,0,0,0,0,0,0,0,0,0,0,14,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/authentication/NoneAuthenticator.java,2,0,0,0,0,0,0,0,0,0,0,17,153
plugins/tomcat/geronimo-tomcat7/src/main/java/org/apache/geronimo/tomcat/security/Authenticator.java,2,0,0,0,0,0,0,0,0,0,0,15,153
