File,Revisions,Refactorings,BugFixes,SumOfAdded Lines,MaxOfAdded Lines,AvgOfAdded Lines,SumOfDeleted Lines,MaxOfDeleted Lines,AvgOfDeleted Lines,MaxOfCodeChurn,AvgOfCodeChurn,AvgChangeset,Age
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/NestedJarEntry.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/NestedJarFile.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/UnclosableInputStream.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/UnclosableOutputStream.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/UnpackedJarEntry.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/UnpackedJarFile.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/URLInfo.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/URLType.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/util/XMLUtil.java,3,0,0,0,0,0,0,0,0,0,0,4177,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/xml/LocalEntityResolver.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/xml/ParserFactory.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/xml/ParserFactoryImpl.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-deployment/src/main/java/org/apache/geronimo/deployment/xmlbeans/XmlBeansUtil.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-deployment/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-deployment/src/test/java/org/apache/geronimo/deployment/DeploymentContextTest.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-deployment/src/test/java/org/apache/geronimo/deployment/SingleFileHotDeployerTest.java,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-deploy-tool/NOTICE.txt,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-deploy-tool/pom.xml,3,0,0,0,0,0,0,0,0,0,0,4171,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/AbstractCommand.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandDeploy.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandDistribute.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandInstallCAR.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandListConfigurations.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandListModules.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandListTargets.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandLogin.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandRedeploy.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandRestart.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandStart.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandStop.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/CommandUndeploy.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/DeployCommand.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/DeploymentSyntaxException.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/DeployTool.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/DeployUtils.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/InputPrompt.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/OfflineDeployerStarter.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/ServerConnection.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/cli/StopServer.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/PluginBootstrap.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-deploy-tool/src/main/java/org/apache/geronimo/deployment/PluginBootstrap2.java,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-deploy-tool/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-derby/NOTICE.txt,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-derby/pom.xml,3,0,0,0,0,0,0,0,0,0,0,4171,2
modules/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbyLog.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbyLogGBean.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbyNetworkGBean.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbySystem.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-derby/src/main/java/org/apache/geronimo/derby/DerbySystemGBean.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-derby/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-derby/src/test/java/org/apache/geronimo/derby/DerbySystemGBeanTest.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-directory/NOTICE.txt,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-directory/pom.xml,3,0,0,0,0,0,0,0,0,0,0,4171,2
modules/geronimo-directory/src/main/java/org/apache/geronimo/directory/DirectoryConfigurator.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-directory/src/main/java/org/apache/geronimo/directory/DirectoryGBean.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-directory/src/main/java/org/apache/geronimo/directory/MutableServerStartupConfiguration.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-directory/src/main/java/org/apache/geronimo/directory/ServerContextFactory.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-directory/src/main/java/org/apache/geronimo/directory/ServerStartupConfiguration.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-directory/src/main/resources/META-INF/geronimo-dependency.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-directory/src/main/schema/directory.xsd,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-directory/src/main/schema/xmlconfig.xml,3,0,0,0,0,0,0,0,0,0,0,4171,2
modules/geronimo-directory/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-directory/src/test/java/org/apache/geronimo/directory/RunningTest.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-directory/src/test/resources/directory.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-hot-deploy/NOTICE.txt,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-hot-deploy/pom.xml,3,0,0,0,0,0,0,0,0,0,0,4171,2
modules/geronimo-hot-deploy/src/main/java/org/apache/geronimo/deployment/hot/DirectoryHotDeployer.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-hot-deploy/src/main/java/org/apache/geronimo/deployment/hot/DirectoryMonitor.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-hot-deploy/src/main/java/org/apache/geronimo/deployment/hot/HotDeployer.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-hot-deploy/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-interceptor/LICENSE.txt,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-interceptor/NOTICE.txt,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-interceptor/pom.xml,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-interceptor/src/main/java/org/apache/geronimo/interceptor/Interceptor.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-interceptor/src/main/java/org/apache/geronimo/interceptor/Invocation.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-interceptor/src/main/java/org/apache/geronimo/interceptor/InvocationKey.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-interceptor/src/main/java/org/apache/geronimo/interceptor/InvocationResult.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-interceptor/src/main/java/org/apache/geronimo/interceptor/SimpleInvocationResult.java,3,0,0,0,0,0,0,0,0,0,0,4174,2
modules/geronimo-interceptor/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/NOTICE.txt,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/pom.xml,3,0,0,0,0,0,0,0,0,0,0,4171,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/annotation/Holder.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/annotation/Injection.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/annotation/LifecycleMethod.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/j2eeobjectnames/J2eeContext.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/j2eeobjectnames/J2eeContextImpl.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/j2eeobjectnames/NameFactory.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/management/impl/InvalidObjectNameException.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/management/impl/J2EEAppClientModuleImpl.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/management/impl/J2EEApplicationImpl.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/management/impl/J2EEDomainImpl.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/management/impl/J2EEServerImpl.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/management/impl/JVMImpl.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/management/impl/Util.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/mejb/MEJB.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/main/java/org/apache/geronimo/j2ee/RuntimeCustomizer.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/test/java/org/apache/geronimo/j2ee/annotation/HolderTest.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/test/java/org/apache/geronimo/j2ee/management/Abstract77Test.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee/src/test/java/org/apache/geronimo/j2ee/management/DomainTest.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee/src/test/java/org/apache/geronimo/j2ee/management/JVMTest.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee/src/test/java/org/apache/geronimo/j2ee/management/ServerTest.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee-builder/NOTICE.txt,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/pom.xml,3,0,0,0,0,0,0,0,0,0,0,4171,2
modules/geronimo-j2ee-builder/src/java/org/apache/geronimo/j2ee/deployment/SecurityBuilder.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/ApplicationInfo.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/ActivationSpecInfoLocator.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/AnnotatedApp.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/AnnotatedApplicationClient.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/AnnotatedEjbJar.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/AnnotatedWebApp.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/AnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/EJBAnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/HandlerChainAnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/PersistenceContextAnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/PersistenceUnitAnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/ResourceAnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/SecurityAnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/annotation/WebServiceRefAnnotationHelper.java,3,0,0,0,0,0,0,0,0,0,0,4179,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/AppClientModule.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/ConnectorModule.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/CorbaGBeanNameSource.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/EARContext.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/EJBModule.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/EJBReferenceBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/EJBRefInfo.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/HandlerInfoInfo.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/Module.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/ModuleBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/ModuleBuilderExtension.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/NamingBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/NamingBuilderCollection.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/NamingBuilderCollectionGBean.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/RefContext.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/ResourceReferenceBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/SecurityBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/ServiceReferenceBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/SwitchingModuleBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/UnavailableEJBReferenceBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/UnavailableModuleBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/UnavailableServiceReferenceBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/UnavailableWebServiceBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/WebModule.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/deployment/WebServiceBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4189,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/jsr88/EARConfigBean.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/jsr88/EARConfiguration.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee-builder/src/main/java/org/apache/geronimo/j2ee/jsr88/EARConfigurer.java,3,0,0,0,0,0,0,0,0,0,0,4173,2
modules/geronimo-j2ee-builder/src/main/schema/geronimo-application-1.0.xsd,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/main/schema/geronimo-application-1.1.xsd,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-j2ee-builder/src/main/schema/geronimo-application-1.2.xsd,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-j2ee-builder/src/main/schema/xmlconfig.xml,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-j2ee-builder/src/main/xsd/geronimo-application-1.2.xsd,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/main/xsd/geronimo-application-2.0.xsd,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-j2ee-builder/src/main/xsd/xmlconfig.xml,3,0,0,0,0,0,0,0,0,0,0,4172,2
modules/geronimo-j2ee-builder/src/main/xsdconfig/xmlconfig.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/schema,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/site/site.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/annotation/AnnotationHelperTest.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/annotation/EJBAnnotationTest.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/annotation/HandlerChainAnnotationTest.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/annotation/PersistenceContextAnnotationTest.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/annotation/PersistenceUnitAnnotationTest.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/annotation/SecurityAnnotationTest.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/annotation/WebServiceRefAnnotationTest.java,3,0,0,0,0,0,0,0,0,0,0,4175,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder13NakedTest.java,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder13Test.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder14AltDDTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder14AltDDUnpackedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder14NakedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder14NakedUnpackedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder14Test.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder14UnpackedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder5AltDDTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder5AltDDUnpackedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder5NakedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder5NakedUnpackedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder5Test.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilder5UnpackedTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilderTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EARConfigBuilderTestSupport.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/EJBRefContextTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/MockConfigStore.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/MockConnectorConfigBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/MockEJBConfigBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/MockWARConfigBuilder.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/java/org/apache/geronimo/j2ee/deployment/SchemaConversionTest.java,3,0,0,0,0,0,0,0,0,0,0,4185,2
modules/geronimo-j2ee-builder/src/test/org,2,0,0,0,0,0,0,0,0,0,0,6256,2
modules/geronimo-j2ee-builder/src/test/resources/annotation/ejb-expected.xml,2,0,0,0,0,0,0,0,0,0,0,6256,2
