File,Revisions,SumOfREF,SumOfAdded Lines,MaxOfAdded Lines,AvgOfAdded Lines,SumOfDeleted Lines,MaxOfDeleted Lines,AvgOfDeleted Lines,MaxOfCodeChurn,AvgChangeset,Age
modules/geronimo-cli/pom.xml,4,2,4,,1,2,,0,2,2,44
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/AbstractCLI.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/BaseCLParser.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/client/ClientCLI.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/client/ClientCLParser.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/CLParser.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/CLParserException.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/daemon/DaemonCLI.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/daemon/DaemonCLParser.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/BaseCommandArgs.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/BaseCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/CommandArgs.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/CommandFileCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/CommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/DeployCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/DeployerCLI.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/DeployerCLParser.java,3,2,3,,1,1,,0,2,1,39
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/DistributeCommandArgs.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/DistributeCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/HelpCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/InstallPluginCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/ListModulesCommandArgs.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/ListModulesCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/ListTargetsCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/LoginCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/RedeployCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/RestartCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/SearchPluginsCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/StartCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/StopCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/deployer/UndeployCommandMetaData.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/main/java/org/apache/geronimo/cli/PrintHelper.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/AbstractCLITest.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/BaseCLParserTest.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/client/ClientCLParserTest.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/daemon/DaemonCLParserTest.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/deployer/CommandFileCommandMetaDataTest.java,1,1,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/deployer/DeployerCLParserTest.java,3,2,3,,1,1,,0,2,1,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/deployer/DistributeCommandArgsTest.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-cli/src/test/java/org/apache/geronimo/cli/deployer/ListModulesCommandArgsTest.java,2,2,0,,0,0,,0,0,0,33
modules/geronimo-client/NOTICE.txt,2,0,1,,0,1,,0,2,1,45
modules/geronimo-client/pom.xml,8,0,23,,3,42,,5,29,8,44
modules/geronimo-client/src/main/java/org/apache/geronimo/client/AppClientContainer.java,10,0,201,,20,111,,11,121,31,38
modules/geronimo-client/src/main/java/org/apache/geronimo/client/AppClientCORBABean.java,1,0,0,,0,0,,0,0,0,9
modules/geronimo-client/src/main/java/org/apache/geronimo/client/AppClientInitializationException.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-client/src/main/java/org/apache/geronimo/client/AppClientPlugin.java,4,0,8,,2,0,,0,4,2,23
modules/geronimo-client/src/main/java/org/apache/geronimo/client/StaticJndiContextPlugin.java,7,0,24,,3,22,,3,11,7,23
modules/geronimo-client/src/site/site.xml,2,0,6,,3,5,,2,11,6,7
modules/geronimo-client-builder/NOTICE.txt,2,0,1,,0,1,,0,2,1,45
modules/geronimo-client-builder/pom.xml,9,0,32,,4,45,,5,28,9,47
modules/geronimo-client-builder/src/main/java/org/apache/geronimo/client/builder/AppClientModuleBuilder.java,14,0,397,,28,290,,21,143,49,45
modules/geronimo-client-builder/src/main/java/org/apache/geronimo/client/builder/jsr88/ClientConfigurer.java,5,0,18,,4,11,,2,7,6,22
modules/geronimo-client-builder/src/main/java/org/apache/geronimo/client/builder/OptionalExplicitDefaultArtifactResolver.java,2,0,4,,2,0,,0,2,2,45
modules/geronimo-client-builder/src/main/schema/geronimo-application-client-1.2.xsd,2,0,6,,3,5,,2,11,6,38
modules/geronimo-client-builder/src/main/schema/xmlconfig.xml,2,0,0,,0,0,,0,0,0,7
modules/geronimo-client-builder/src/main/xsd/geronimo-application-client-2.0.xsd,1,0,0,,0,0,,0,0,0,45
modules/geronimo-client-builder/src/main/xsdconfig/xmlconfig.xml,2,0,13,,6,12,,6,13,12,45
modules/geronimo-client-builder/src/site/site.xml,2,0,6,,3,5,,2,11,6,7
modules/geronimo-client-builder/src/test/java/org/apache/geronimo/client/builder/PlanParsingTest.java,5,0,25,,5,4,,1,16,6,45
modules/geronimo-client-builder/src/test/java/org/apache/geronimo/client/builder/SchemaConversionTest.java,3,0,63,,21,22,,7,38,28,17
modules/geronimo-client-builder/src/test/resources/j2ee_1_3dtd/application-client-13.xml,2,0,17,,8,0,,0,17,8,9
modules/geronimo-client-builder/src/test/resources/j2ee_1_3dtd/application-client-14.xml,4,0,38,,10,2,,0,19,10,9
modules/geronimo-client-builder/src/test/resources/j2ee_1_3dtd/application-client-5.xml,1,0,1,,1,0,,0,1,1,17
modules/geronimo-client-builder/src/test/resources/plans/plan1.xml,1,0,0,,0,0,,0,0,0,9
modules/geronimo-client-builder/src/test/resources/plans/plan2.xml,4,0,39,,10,1,,0,17,10,45
modules/geronimo-clustering/LICENSE.txt,1,0,0,,0,0,,0,0,0,12
modules/geronimo-clustering/NOTICE.txt,3,0,18,,6,6,,2,12,8,45
modules/geronimo-clustering/pom.xml,9,0,20,,2,25,,3,14,5,44
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/AbstractNode.java,1,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/BasicLocalNode.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/BasicNode.java,4,0,25,,6,6,,2,17,8,41
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/Cluster.java,2,0,0,,0,0,,0,0,0,41
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/ClusteredInvocation.java,6,0,16,,3,12,,2,11,5,9
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/ClusteredInvocationException.java,6,0,16,,3,12,,2,11,5,9
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/ClusterListener.java,2,0,0,,0,0,,0,0,0,41
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/LocalNode.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/Node.java,8,0,28,,4,12,,2,11,5,42
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/Session.java,7,0,23,,3,12,,2,11,5,13
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/SessionAlreadyExistException.java,6,0,16,,3,12,,2,11,5,9
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/SessionListener.java,7,0,22,,3,12,,2,11,5,18
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/SessionManager.java,7,0,24,,3,12,,2,11,5,41
modules/geronimo-clustering-builder-wadi/LICENSE.txt,1,0,0,,0,0,,0,0,0,12
modules/geronimo-clustering-builder-wadi/NOTICE.txt,2,0,0,,0,0,,0,0,0,12
modules/geronimo-clustering-builder-wadi/pom.xml,5,0,12,,2,23,,5,16,7,9
modules/geronimo-clustering-builder-wadi/src/main/java/org/apache/geronimo/clustering/wadi/jetty/WADIJettyClusteringBuilder.java,5,0,26,,5,16,,3,26,8,9
modules/geronimo-clustering-builder-wadi/src/main/schema/geronimo-clustering-wadi-1.2.xsd,1,0,6,,6,5,,5,11,11,7
modules/geronimo-clustering-builder-wadi/src/main/schema/xmlconfig.xml,2,0,19,,10,1,,0,18,10,9
modules/geronimo-clustering-wadi/LICENSE.txt,1,0,0,,0,0,,0,0,0,12
modules/geronimo-clustering-wadi/NOTICE.txt,3,0,18,,6,6,,2,12,8,45
modules/geronimo-clustering-wadi/pom.xml,9,0,15,,2,38,,4,14,6,44
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/ActiveClusterDispatcherHolder.java,1,0,6,,6,5,,5,11,11,6
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicNodeService.java,1,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicReplicaStorageFactoryGBean.java,3,0,31,,10,9,,3,26,13,9
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicReplicationManagerFactoryGBean.java,6,0,64,,11,24,,4,30,15,9
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicWADICluster.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicWADISessionManager.java,17,0,325,,19,504,,30,184,49,44
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/DispatcherHolder.java,6,0,16,,3,12,,2,11,5,9
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/NodeConnectionInfo.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/NodeFactory.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/NodeProxyFactory.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/NodeService.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/NodeServiceHelper.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/RemoteNode.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/RoundRobinBackingStrategyFactoryGBean.java,6,0,16,,3,12,,2,11,5,9
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/TribesDispatcherHolder.java,12,0,133,,11,55,,5,35,16,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/WADICluster.java,2,0,4,,2,258,,129,131,131,42
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/WADISessionAdaptor.java,12,0,40,,3,160,,13,78,17,39
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/WADISessionManager.java,10,0,22,,2,18,,2,11,4,25
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/WADISessionManagerConfigInfo.java,8,0,26,,3,12,,2,11,5,9
modules/geronimo-clustering-wadi/src/test/java/org/apache/geronimo/clustering/wadi/BasicNodeServiceTest.java,1,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/test/java/org/apache/geronimo/clustering/wadi/BasicWADIClusterTest.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/test/java/org/apache/geronimo/clustering/wadi/NodeServiceHelperTest.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/test/java/org/apache/geronimo/clustering/wadi/RemoteNodeTest.java,2,0,0,,0,0,,0,0,0,42
modules/geronimo-clustering-wadi/src/test/java/org/apache/geronimo/clustering/wadi/WADIClusterTest.java,1,0,0,,0,0,,0,0,0,41
modules/geronimo-commands/pom.xml,3,0,14,,5,1,,0,13,5,50
modules/geronimo-commands/src/main/groovy/org/apache/geronimo/commands/AntBuilder.java,2,0,1,,0,1,,0,2,1,50
modules/geronimo-commands/src/main/groovy/org/apache/geronimo/commands/GeronimoBranding.java,1,0,0,,0,0,,0,0,0,51
modules/geronimo-commands/src/main/groovy/org/apache/geronimo/commands/ProcessLauncher.groovy,5,0,3,,1,3,,1,2,1,50
modules/geronimo-commands/src/main/groovy/org/apache/geronimo/commands/ServerProxy.java,2,0,6,,3,6,,3,6,6,49
modules/geronimo-commands/src/main/groovy/org/apache/geronimo/commands/StartServerCommand.groovy,7,0,31,,4,115,,16,112,21,54
modules/geronimo-commands/src/main/groovy/org/apache/geronimo/commands/StopServerCommand.groovy,2,0,0,,0,0,,0,0,0,54
modules/geronimo-commands/src/main/resources/META-INF/gshell/commands.xml,1,0,0,,0,0,,0,0,0,50
modules/geronimo-commands/src/main/resources/META-INF/plexus/components.xml,1,0,0,,0,0,,0,0,0,50
modules/geronimo-commands/src/main/resources/org/apache/geronimo/commands/StartServerCommandMessages.properties,2,0,2,,1,0,,0,2,1,48
modules/geronimo-commands/src/main/resources/org/apache/geronimo/commands/version.properties,1,0,0,,0,0,,0,0,0,51
modules/geronimo-common/NOTICE.txt,2,0,1,,0,1,,0,2,1,45
modules/geronimo-common/pom.xml,5,0,10,,2,9,,2,11,4,44
modules/geronimo-common/src/main/java/org/apache/geronimo/common/AmbiguousEJBRefException.java,1,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/DeploymentException.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/FileUtils.java,2,0,12,,6,12,,6,12,12,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/GeronimoEnvironment.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/GeronimoSecurityException.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/package.html,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/AbstractCollectionEditor.java,1,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/AbstractNameEditor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/AbstractNameQueryEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ArrayListEditor.java,3,0,0,,0,1,,0,1,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ArrayPropertyEditorAdapter.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/BigDecimalEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/BooleanEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ByteEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/CharacterEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ClassEditor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/CollectionEditor.java,4,0,0,,0,4,,1,2,1,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/DateEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/DoubleEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/FileEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/FloatEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/HashSetEditor.java,4,0,0,,0,2,,0,1,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/InetAddressEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/IntegerEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/IteratorEditor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/LinkedListEditor.java,4,0,0,,0,2,,0,1,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ListEditor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ListIteratorEditor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/LongEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/MapEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ObjectNameEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/PropertiesEditor.java,4,0,4,,1,4,,1,4,2,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/PropertyEditorException.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/PropertyEditors.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/SetEditor.java,4,0,0,,0,2,,0,1,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/ShortEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/StackEditor.java,4,0,0,,0,2,,0,1,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/TextPropertyEditorSupport.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/TreeSetEditor.java,4,0,0,,0,2,,0,1,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/URIEditor.java,4,0,2,,0,2,,0,2,1,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/URLEditor.java,4,0,4,,1,4,,1,4,2,39
modules/geronimo-common/src/main/java/org/apache/geronimo/common/propertyeditor/VectorEditor.java,4,0,0,,0,2,,0,1,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/UnknownEJBRefException.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/UnresolvedEJBRefException.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/main/java/org/apache/geronimo/common/UnresolvedReferenceException.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/site/site.xml,2,0,6,,3,5,,2,11,6,7
modules/geronimo-common/src/test/java/org/apache/geronimo/common/DeploymentExceptionTest.java,1,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/GeronimoEnvironmentTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/AbstractCollectionEditorTest.java,1,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/AbstractMapEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/ArrayListEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/ArrayPropertyEditorAdapterTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/CollectionEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/HashSetEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/LinkedListEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/ListEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/PropertiesEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/PropertyEditorsTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/SetEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/StackEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/TreeSetEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/URLEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-common/src/test/java/org/apache/geronimo/common/propertyeditor/VectorEditorTest.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/NOTICE.txt,2,0,1,,0,1,,0,2,1,45
modules/geronimo-connector/pom.xml,10,0,33,,3,77,,8,25,11,44
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/ActivationSpecWrapper.java,2,0,2,,1,27,,14,29,14,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/ActivationSpecWrapperGBean.java,6,0,8,,1,14,,2,7,4,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/AdminObjectSource.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/AdminObjectWrapper.java,4,0,10,,2,10,,2,10,5,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/AdminObjectWrapperGBean.java,8,0,6,,1,6,,1,2,2,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/ConnectionReleaser.java,2,0,12,,6,12,,6,12,12,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/ConnectorMethodInterceptor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/ConnectorTransactionContext.java,4,0,7,,2,8,,2,11,4,26
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/DatabaseInitializationGBean.java,7,0,21,,3,16,,2,11,5,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/GeronimoBootstrapContext.java,4,0,18,,4,16,,4,12,8,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/GeronimoBootstrapContextGBean.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/globaljndi/ResourceBindings.java,1,0,0,,0,0,,0,0,0,54
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/JCAResourceImpl.java,6,0,34,,6,34,,6,22,11,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/JCAResourceImplGBean.java,4,0,6,,2,6,,2,6,3,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/AbstractConnectionManager.java,4,0,33,,8,20,,5,45,13,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/AbstractConnectionManagerGBean.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/AbstractSinglePoolConnectionInterceptor.java,8,0,34,,4,29,,4,14,8,40
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionFactorySource.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionHandleInterceptor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionInfo.java,4,0,18,,4,0,,0,9,4,16
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionInterceptor.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionInterceptorSource.java,1,0,0,,0,0,,0,0,0,12
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectionmanagerconfig/LocalTransactions.java,4,0,8,,2,4,,1,4,3,24
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectionmanagerconfig/NoPool.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectionmanagerconfig/NoTransactions.java,8,0,16,,2,8,,1,4,3,24
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectionmanagerconfig/PartitionedPool.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectionmanagerconfig/PoolingSupport.java,2,0,0,,0,0,,0,0,0,9
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectionmanagerconfig/SinglePool.java,3,0,1,,0,1,,0,2,1,40
