File,Revisions,Refactorings,BugFixes,SumOfAdded Lines,MaxOfAdded Lines,AvgOfAdded Lines,SumOfDeleted Lines,MaxOfDeleted Lines,AvgOfDeleted Lines,MaxOfCodeChurn,AvgOfCodeChurn,MaxOfCount,AvgChangeset,Age
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/InstallerMojoSupport.java,14,0,2,704,,50,176,,13,182,62.86,21,6.64,9
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/MavenPluginLog.java,4,0,0,8,,2,0,,0,4,2,7,5.25,9
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/DeployModuleMojo.java,6,0,0,134,,22,80,,13,66,35.67,39,17.67,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/DeployMojo.java,2,0,0,30,,15,0,,0,15,15,39,28.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/ListModulesMojo.java,4,0,0,24,,6,2,,0,11,6.5,39,19.75,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/ModuleMojoSupport.java,4,0,0,314,,78,104,,26,157,104.5,39,21,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/StartModuleMojo.java,6,0,0,26,,4,4,,1,11,5,39,17.67,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/StartStopUndeployMojoSupport.java,4,0,0,78,,20,2,,0,39,20,39,21,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/StopModuleMojo.java,6,0,0,26,,4,4,,1,11,5,39,17.67,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/UndeployModuleMojo.java,6,0,0,26,,4,4,,1,11,5,39,17.67,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/module/UndeployMojo.java,2,0,0,30,,15,0,,0,15,15,39,28.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/ModuleConfig.java,4,0,0,58,,14,28,,7,28,21.5,39,15.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/ObjectHolder.java,2,0,0,0,,0,0,,0,0,0,8,8,9
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/server/InstallAssemblyMojo.java,2,0,0,22,,11,0,,0,11,11,39,26.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/server/InstallerMojoSupport.java,4,0,0,54,,14,2,,0,27,14,39,16.75,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/server/InstallMojo.java,2,0,0,30,,15,0,,0,15,15,39,26.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/server/StartMojo.java,2,0,0,30,,15,0,,0,15,15,39,26.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/server/StartServerMojo.java,4,0,0,6,,2,2,,0,2,2,39,14.25,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/server/StopMojo.java,2,0,0,30,,15,0,,0,15,15,39,26.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/server/StopServerMojo.java,2,0,0,22,,11,0,,0,11,11,39,26.5,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/ServerMojoSupport.java,18,0,0,484,,27,456,,25,188,52.22,21,7.61,9
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/ServerProxy.java,16,0,0,90,,6,50,,3,25,8.75,39,7.88,10
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/StartServerMojo.java,26,0,2,506,,19,442,,17,155,36.46,21,6.5,9
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/geronimo/StopServerMojo.java,12,0,0,154,,13,334,,28,138,40.67,21,7.92,9
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/server/StartServerMojo.java,2,0,0,0,,0,0,,0,0,0,8,6,9
maven-plugins/geronimo-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/server/StopServerMojo.java,2,0,0,0,,0,0,,0,0,0,8,6,9
maven-plugins/geronimo-maven-plugin/src/main/resources/commons-logging.properties,2,0,0,0,,0,0,,0,0,0,7,4,9
maven-plugins/geronimo-maven-plugin/src/site/apt/usage.apt,10,0,0,144,,14,34,,3,75,17.8,5,1.9,9
maven-plugins/pom.xml,10,0,0,14,,1,16,,2,6,3,8,2.3,9
maven-plugins/selenium-maven-plugin/LICENSE.txt,2,0,0,0,,0,0,,0,0,0,7,5,8
maven-plugins/selenium-maven-plugin/NOTICE.txt,4,0,0,12,,3,4,,1,6,4,21,8.25,9
maven-plugins/selenium-maven-plugin/pom.xml,10,0,0,86,,9,28,,3,29,11.4,21,4.7,9
maven-plugins/selenium-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/selenium/StartServerMojo.java,30,0,0,804,,27,364,,12,190,38.93,21,3.57,9
maven-plugins/selenium-maven-plugin/src/main/resources/org/apache/geronimo/mavenplugins/selenium/default-user-extentions.js,4,0,0,52,,13,22,,6,25,18.5,21,6.75,9
maven-plugins/selenium-maven-plugin/src/main/resources/org/apache/geronimo/mavenplugins/selenium/log4j.properties,2,0,0,10,,5,0,,0,5,5,3,2,8
maven-plugins/selenium-maven-plugin/src/site/apt/usage.apt,12,0,0,140,,12,16,,1,25,13,7,1.92,9
maven-plugins/selenium-maven-plugin/src/site/site.xml,2,0,0,24,,12,0,,0,12,12,7,4,8
maven-plugins/server-maven-plugin/LICENSE.txt,2,0,0,0,,0,0,,0,0,0,9,6,8
maven-plugins/server-maven-plugin/NOTICE.txt,2,0,0,0,,0,0,,0,0,0,9,6,8
maven-plugins/server-maven-plugin/pom.xml,4,0,0,34,,8,2,,0,17,9,9,4,9
maven-plugins/server-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/server/StartServerMojo.java,4,0,0,144,,36,44,,11,72,47,9,4.5,9
maven-plugins/server-maven-plugin/src/main/java/org/apache/geronimo/mavenplugins/server/StopServerMojo.java,2,0,0,0,,0,0,,0,0,0,9,6.5,8
maven-plugins/server-maven-plugin/src/site/apt/usage.apt,2,0,0,0,,0,0,,0,0,0,9,5,8
maven-plugins/server-maven-plugin/src/site/site.xml,2,0,0,0,,0,0,,0,0,0,9,5,8
modules/activation/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/activation/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/activation/src/main/resources,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/activation/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/activemq-embedded-rar/pom.xml,4,0,0,26,,6,24,,6,25,12.5,225,71.75,7
modules/activemq-embedded-rar/src/main/rar,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/activemq-gbean/pom.xml,4,0,0,0,,0,12,,3,6,3,225,71.75,7
modules/activemq-gbean-management/pom.xml,4,0,0,0,,0,12,,3,6,3,225,71.75,7
modules/axis/pom.xml,4,0,0,18,,4,16,,4,17,8.5,225,71.75,7
modules/axis/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/axis/src/main/resources,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/axis/src/test/java/org/apache/geronimo/axis/AbstractTestCase.java,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/axis/src/test/resources,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/axis/src/test/samples,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/axis-builder/pom.xml,4,0,0,14,,4,22,,6,18,9,225,71.75,7
modules/axis-builder/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/axis-builder/src/main/resources/META-INF/schema/soap_encoding_1_1.xsd,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/axis-builder/src/main/schema/wsdl.xsd,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/axis-builder/src/main/schema/xmlconfig.xml,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/axis-builder/src/test/java/org/apache/geronimo/axis/builder/ParsingTest.java,2,0,0,0,,0,0,,0,0,0,225,114.5,7
modules/axis-builder/src/test/java/org/apache/geronimo/axis/builder/ServiceReferenceTest.java,2,0,0,0,,0,0,,0,0,0,225,114.5,7
modules/axis-builder/src/test/resources,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/client/pom.xml,4,0,0,2,,0,0,,0,1,0.5,225,71.75,7
modules/client/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/client-builder/pom.xml,4,0,0,16,,4,14,,4,15,7.5,225,71.75,7
modules/client-builder/src/main/java,2,0,0,0,,0,0,,0,0,0,225,114,7
modules/client-builder/src/main/resources,2,0,0,0,,0,0,,0,0,0,225,114,7
modules/client-builder/src/main/schema,2,0,0,0,,0,0,,0,0,0,225,114,7
modules/client-builder/src/test/java/org/apache/geronimo/client/builder/PlanParsingTest.java,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/client-builder/src/test/resources,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/common/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/common/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/common/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/connector/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/connector/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/connector/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/connector-builder/pom.xml,4,0,0,16,,4,24,,6,20,10,225,71.75,7
modules/connector-builder/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/connector-builder/src/main/schema,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/connector-builder/src/test/data,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/connector-builder/src/test/java/org/apache/geronimo/connector/deployment/ConnectorModuleBuilderTest.java,2,0,0,0,,0,0,,0,0,0,225,115.5,7
modules/connector-builder/src/test/java/org/apache/geronimo/connector/deployment/PlanParsingTest.java,2,0,0,0,,0,0,,0,0,0,225,115.5,7
modules/connector-builder/src/test/java/org/apache/geronimo/connector/deployment/RAR_1_0DConfigBeanTest.java,2,0,0,0,,0,0,,0,0,0,225,115.5,7
modules/connector-builder/src/test/resources,2,0,0,0,,0,0,,0,0,0,225,113.5,7
modules/connector-builder/src/test/script/test-setup.xml,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/converter/pom.xml,4,0,0,2,,0,0,,0,1,0.5,225,71.75,7
modules/converter/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/core/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/core/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/core/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/deploy-config/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/deploy-config/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/deploy-config/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/deploy-jsr88/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/deploy-jsr88/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/deploy-jsr88/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/deployment/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/deployment/src/main/java/org/apache/geronimo/deployment/NamespaceDrivenBuilder.java,2,0,0,0,,0,0,,0,0,0,225,114.5,7
modules/deployment/src/main/java/org/apache/geronimo/deployment/NamespaceDrivenBuilderCollection.java,2,0,0,0,,0,0,,0,0,0,225,114.5,7
modules/deployment/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/deploy-tool/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/deploy-tool/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/deploy-tool/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/derby/pom.xml,2,0,0,0,,0,0,,0,0,0,60,30.5,7
modules/derby/src/main/java,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/derby/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/directory/pom.xml,4,0,0,8,,2,16,,4,12,6,225,71.75,7
modules/directory/src/main/java,2,0,0,0,,0,0,,0,0,0,225,114,7
modules/directory/src/main/resources,2,0,0,0,,0,0,,0,0,0,225,114,7
modules/directory/src/main/schema,2,0,0,0,,0,0,,0,0,0,225,114,7
modules/directory/src/test/java/org,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/directory/src/test/resources,2,0,0,0,,0,0,,0,0,0,225,113,7
modules/ge-activemq-rar/pom.xml,9,0,0,258,,29,70,,8,127,36.44,49,9.67,10
modules/ge-activemq-rar/src/main/rar/META-INF/ra.xml,3,0,0,0,,0,0,,0,0,0,16,11,9
modules/geronimo-activation/pom.xml,6,0,0,14,,2,14,,2,7,4.67,51,22.33,8
modules/geronimo-activation/src/test/java/org/apache/geronimo/activation/handlers/AbstractHandler.java,2,0,0,0,,0,0,,0,0,0,8,8,8
modules/geronimo-activation/src/test/java/org/apache/geronimo/activation/handlers/TextHtmlTest.java,2,0,0,0,,0,0,,0,0,0,8,8,8
modules/geronimo-activation/src/test/java/org/apache/geronimo/activation/handlers/TextPlainTest.java,2,0,0,0,,0,0,,0,0,0,8,8,8
modules/geronimo-activation/src/test/java/org/apache/geronimo/activation/handlers/TextXmlTest.java,2,0,0,0,,0,0,,0,0,0,8,8,8
modules/geronimo-activemq-gbean/pom.xml,9,0,0,20,,2,86,,10,26,11.78,51,18.56,9
modules/geronimo-activemq-gbean/src/main/java/org/apache/activemq/gbean/BrokerServiceGBean.java,2,0,0,0,,0,0,,0,0,0,82,44.5,7
modules/geronimo-activemq-gbean/src/main/java/org/apache/activemq/gbean/BrokerServiceGBeanImpl.java,7,0,0,59,,8,39,,6,46,14,82,18.29,10
modules/geronimo-activemq-gbean/src/main/java/org/apache/activemq/gbean/management/ActiveMQManagerGBean.java,5,0,0,6,,1,6,,1,4,2.4,82,23.6,9
modules/geronimo-activemq-gbean/src/main/java/org/apache/activemq/gbean/package.html,2,0,0,0,,0,0,,0,0,0,82,44.5,7
modules/geronimo-activemq-gbean/src/main/java/org/apache/activemq/gbean/TransportConnectorGBeanImpl.java,2,0,0,0,,0,0,,0,0,0,82,44.5,7
modules/geronimo-activemq-gbean/src/test/java/org/apache/activemq/gbean/ConnectorTest.java,2,0,0,0,,0,0,,0,0,0,82,42,7
modules/geronimo-activemq-gbean-management/pom.xml,6,0,0,16,,3,16,,3,9,5.33,51,22.33,8
modules/geronimo-activemq-gbean-management/src/main/java/org/apache/activemq/gbean/ActiveMQBroker.java,2,0,0,0,,0,0,,0,0,0,82,44.5,7
modules/geronimo-activemq-gbean-management/src/main/java/org/apache/activemq/gbean/ActiveMQConnector.java,2,0,0,0,,0,0,,0,0,0,82,44.5,7
modules/geronimo-activemq-gbean-management/src/main/java/org/apache/activemq/gbean/ActiveMQManager.java,2,0,0,0,,0,0,,0,0,0,82,44.5,7
modules/geronimo-activemq-gbean-management/src/main/java/org/apache/activemq/gbean/package.html,2,0,0,0,,0,0,,0,0,0,82,44.5,7
modules/geronimo-axis/pom.xml,4,0,0,0,,0,14,,4,7,3.5,51,25.5,8
modules/geronimo-axis/src/main/java/org/apache/geronimo/axis/client/ServiceEndpointMethodInterceptor.java,2,0,0,0,,0,0,,0,0,0,6,4,10
modules/geronimo-axis/src/main/resources/META-INF/geronimo-dependency.xml,2,0,0,0,,0,0,,0,0,0,82,41.5,7
modules/geronimo-axis/src/test/java/org/apache/geronimo/axis/AxisWebServiceContainerTest.java,4,0,0,6,,2,0,,0,3,1.5,2,2,8
modules/geronimo-axis-builder/pom.xml,4,0,0,0,,0,14,,4,7,3.5,51,25.5,8
modules/geronimo-axis-builder/src/main/java/org/apache/geronimo/axis/builder/AxisBuilder.java,2,2,0,0,,0,0,,0,0,0,98,51,10
modules/geronimo-axis-builder/src/main/java/org/apache/geronimo/axis/builder/AxisServiceRefBuilder.java,2,2,0,94,,47,0,,0,47,47,98,51,10
modules/geronimo-axis-builder/src/test/java/org/apache/geronimo/axis/builder/ServiceReferenceTest.java,2,2,0,0,,0,0,,0,0,0,98,50,10
modules/geronimo-client/pom.xml,6,0,0,14,,2,14,,2,7,4.67,51,22.33,8
modules/geronimo-client-builder/pom.xml,4,0,0,0,,0,14,,4,7,3.5,51,25.5,8
modules/geronimo-client-builder/src/main/java/org/apache/geronimo/client/builder/AppClientModuleBuilder.java,2,2,0,0,,0,0,,0,0,0,98,50,10
modules/geronimo-client-builder/src/main/resources/META-INF/geronimo-dependency.xml,2,0,0,0,,0,0,,0,0,0,82,41.5,7
modules/geronimo-client-builder/src/test/java/org/apache/geronimo/client/builder/PlanParsingTest.java,2,2,0,0,,0,0,,0,0,0,98,50,10
modules/geronimo-clustering/pom.xml,2,0,0,38,,19,0,,0,19,19,98,49.5,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/BasicNode.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/ClusteredInvocation.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/ClusteredInvocationException.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/Node.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/Session.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/SessionAlreadyExistException.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/SessionListener.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering/src/main/java/org/apache/geronimo/clustering/SessionManager.java,2,0,0,10,,5,0,,0,5,5,98,57,10
modules/geronimo-clustering-builder-wadi/pom.xml,4,0,0,52,,13,14,,4,26,16.5,98,25.75,10
modules/geronimo-clustering-builder-wadi/src/main/java/org/apache/geronimo/clustering/wadi/jetty/WADIJettyClusteringBuilder.java,2,0,0,110,,55,0,,0,55,55,98,50,10
modules/geronimo-clustering-builder-wadi/src/main/schema/geronimo-clustering-wadi-1.2.xsd,2,0,0,10,,5,0,,0,5,5,98,50,10
modules/geronimo-clustering-builder-wadi/src/main/schema/xmlconfig.xml,2,0,0,2,,1,0,,0,1,1,98,50,10
modules/geronimo-clustering-wadi/pom.xml,2,0,0,86,,43,0,,0,43,43,98,49.5,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/ActiveClusterDispatcherHolder.java,2,0,0,10,,5,0,,0,5,5,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicReplicaStorageFactoryGBean.java,2,0,0,6,,3,0,,0,3,3,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicReplicationManagerFactoryGBean.java,2,0,0,12,,6,0,,0,6,6,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/BasicWADISessionManager.java,2,0,0,380,,190,0,,0,190,190,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/DispatcherHolder.java,2,0,0,10,,5,0,,0,5,5,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/RoundRobinBackingStrategyFactoryGBean.java,2,0,0,10,,5,0,,0,5,5,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/TribesDispatcherHolder.java,2,0,0,10,,5,0,,0,5,5,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/WADIClusteredHandleInterceptor.java,2,0,0,0,,0,0,,0,0,0,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/WADISessionAdaptor.java,2,0,0,132,,66,0,,0,66,66,98,59,10
modules/geronimo-clustering-wadi/src/main/java/org/apache/geronimo/clustering/wadi/WADISessionManager.java,2,0,0,10,,5,0,,0,5,5,98,59,10
modules/geronimo-common/pom.xml,6,0,0,14,,2,14,,2,7,4.67,51,22.33,8
modules/geronimo-common/src/main/java/org/apache/geronimo/common/FileUtils.java,2,0,0,0,,0,0,,0,0,0,82,42,7
modules/geronimo-connector/pom.xml,4,0,0,0,,0,14,,4,7,3.5,51,25.5,8
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/ConnectionReleaser.java,2,0,0,0,,0,0,,0,0,0,82,44,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/ConnectorTransactionContext.java,2,0,0,0,,0,0,,0,0,0,82,44,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/GeronimoBootstrapContext.java,2,0,0,0,,0,0,,0,0,0,82,44,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/AbstractSinglePoolConnectionInterceptor.java,2,0,0,0,,0,0,,0,0,0,60,32,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectiontracking/ConnectorInstanceContext.java,2,0,0,0,,0,0,,0,0,0,82,45,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectiontracking/ConnectorInstanceContextImpl.java,2,0,0,0,,0,0,,0,0,0,82,45,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectiontracking/GeronimoTransactionListener.java,2,0,0,0,,0,0,,0,0,0,82,45,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/connectiontracking/TrackedConnectionAssociator.java,2,0,0,0,,0,0,,0,0,0,82,45,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/MultiPoolConnectionInterceptor.java,2,0,0,0,,0,0,,0,0,0,60,32,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/SubjectInterceptor.java,2,0,0,0,,0,0,,0,0,0,6,4,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/TxUtil.java,2,0,0,0,,0,0,,0,0,0,82,42,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/GeronimoWorkManager.java,2,0,0,0,,0,0,,0,0,0,60,33,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/GeronimoWorkManagerGBean.java,2,0,0,0,,0,0,,0,0,0,60,33,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/NamedRunnable.java,2,0,0,0,,0,0,,0,0,0,82,42,7
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/NullWorkExecutorPool.java,2,0,0,0,,0,0,,0,0,0,60,37,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/ScheduleWorkExecutor.java,2,0,0,0,,0,0,,0,0,0,60,37,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/StartWorkExecutor.java,2,0,0,0,,0,0,,0,0,0,60,37,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/SyncWorkExecutor.java,2,0,0,0,,0,0,,0,0,0,60,37,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/WorkExecutor.java,2,0,0,0,,0,0,,0,0,0,60,37,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/WorkExecutorPool.java,2,0,0,0,,0,0,,0,0,0,60,37,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/pool/WorkExecutorPoolImpl.java,2,0,0,0,,0,0,,0,0,0,60,37,10
modules/geronimo-connector/src/main/java/org/apache/geronimo/connector/work/WorkerContext.java,2,0,0,0,,0,0,,0,0,0,60,33,10
modules/geronimo-connector/src/test/java/org/apache/geronimo/connector/work/PooledWorkManagerTest.java,4,0,0,4,,1,0,,0,2,1,60,16.5,10
modules/geronimo-connector-builder/pom.xml,6,0,0,2,,0,16,,3,7,3,51,17.33,8
modules/geronimo-connector-builder/src/main/java/org/apache/geronimo/connector/deployment/AdminObjectRefBuilder.java,1,1,0,24,,24,0,,0,24,24,98,98,10
modules/geronimo-connector-builder/src/main/java/org/apache/geronimo/connector/deployment/ConnectorModuleBuilder.java,1,1,0,0,,0,0,,0,0,0,98,98,10
modules/geronimo-connector-builder/src/main/java/org/apache/geronimo/connector/deployment/RARConfigurer.java,1,0,0,0,,0,0,,0,0,0,4,4,8
modules/geronimo-connector-builder/src/main/java/org/apache/geronimo/connector/deployment/ResourceRefBuilder.java,1,1,0,10,,10,0,,0,10,10,98,98,10
modules/geronimo-connector-builder/src/test/java/org/apache/geronimo/connector/deployment/ConnectorModuleBuilderTest.java,4,2,0,12,,3,76,,19,44,22,98,38,10
modules/geronimo-connector-builder/src/test/java/org/apache/geronimo/connector/deployment/MessageDestinationTest.java,2,2,0,286,,143,0,,0,143,143,98,52,10
modules/geronimo-connector-builder/src/test/java/org/apache/geronimo/connector/deployment/PlanParsingTest.java,4,2,0,4,,1,8,,2,6,3,98,27,10
modules/geronimo-connector-builder/src/test/script/test-setup.xml,2,0,0,0,,0,0,,0,0,0,82,41.5,7
modules/geronimo-converter/pom.xml,6,0,0,14,,2,14,,2,7,4.67,51,22.33,8
modules/geronimo-core/pom.xml,6,0,0,14,,2,14,,2,7,4.67,51,22.33,8
modules/geronimo-core/src/main/java/org/apache/geronimo/pool/GeronimoExecutor.java,2,0,0,0,,0,0,,0,0,0,60,32,10
modules/geronimo-core/src/main/java/org/apache/geronimo/pool/ThreadPool.java,2,0,0,0,,0,0,,0,0,0,60,32,10
modules/geronimo-deploy-config/pom.xml,6,0,0,14,,2,14,,2,7,4.67,51,22.33,8
modules/geronimo-deploy-jsr88/pom.xml,6,0,0,16,,3,16,,3,9,5.33,51,22.33,8
modules/geronimo-deploy-jsr88/src/main/java/org/apache/geronimo/deployment/plugin/ConfigIDExtractor.java,2,0,0,0,,0,0,,0,0,0,46,25,8
modules/geronimo-deploy-jsr88/src/main/java/org/apache/geronimo/deployment/plugin/DisconnectedDeploymentManager.java,2,0,0,0,,0,0,,0,0,0,46,25,8
modules/geronimo-deploy-jsr88/src/main/java/org/apache/geronimo/deployment/plugin/factories/DeploymentFactoryImpl.java,2,0,0,0,,0,0,,0,0,0,46,24,8
modules/geronimo-deploy-jsr88/src/main/java/org/apache/geronimo/deployment/plugin/jmx/JMXDeploymentManager.java,2,0,0,0,,0,0,,0,0,0,46,25,8
modules/geronimo-deploy-jsr88/src/main/java/org/apache/geronimo/deployment/plugin/jmx/RemoteDeploymentManager.java,2,0,0,0,,0,0,,0,0,0,46,25,8
modules/geronimo-deployment/pom.xml,6,0,0,14,,2,14,,2,7,4.67,51,22.33,8
